,Acetobacteraceae,Acholeplasmataceae,Acidaminococcaceae,Acidimicrobiaceae,Acidimicrobiales_unclassified,Acidobacteria_Gp1_family_incertae_sedis,Acidobacteria_Gp10_family_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Acidobacteria_Gp2_family_incertae_sedis,Acidobacteria_Gp3_family_incertae_sedis,Acidobacteria_Gp3_unclassified,Acidobacteria_Gp4_family_incertae_sedis,Acidobacteria_Gp5_family_incertae_sedis,Acidobacteria_Gp6_family_incertae_sedis,Acidobacteria_unclassified,Actinobacteria_unclassified,Actinomycetaceae,Actinomycetales_unclassified,Aerococcaceae,Aeromonadaceae,Alcaligenaceae,Alphaproteobacteria_family_incertae_sedis,Alphaproteobacteria_unclassified,Alteromonadaceae,Anaerolineaceae,Anaeroplasmataceae,Armatimonadetes_gp5_family_incetae_sedis,Aurantimonadaceae,Bacillaceae_1,Bacillales_Incertae_Sedis_XI,Bacillales_unclassified,Bacilli_unclassified,Bacteria_unclassified,Bacteriovoracaceae,Bacteroidaceae,Bacteroidales_unclassified,Bacteroidetes_unclassified,Bdellovibrionaceae,Beijerinckiaceae,Betaproteobacteria_unclassified,Bifidobacteriaceae,Bradyrhizobiaceae,Brucellaceae,Burkholderiaceae,Burkholderiales_incertae_sedis,Burkholderiales_unclassified,Campylobacteraceae,Carnobacteriaceae,Caulobacteraceae,Cellulomonadaceae,Chitinophagaceae,Chlamydiales_unclassified,Chloroflexi_unclassified,Chromatiaceae,Chthonomonadaceae,Clostridia_unclassified,Clostridiaceae_1,Clostridiales_Incertae_Sedis_III,Clostridiales_Incertae_Sedis_XI,Clostridiales_unclassified,Comamonadaceae,Conexibacteraceae,Coriobacteriaceae,Corynebacteriaceae,Coxiellaceae,Cryomorphaceae,Cystobacteraceae,Cytophagaceae,Deinococcaceae,Deltaproteobacteria_unclassified,Demequinaceae,Dermabacteraceae,Dermacoccaceae,Desulfovibrionaceae,Desulfovibrionales_unclassified,Dietziaceae,Enterobacteriaceae,Enterococcaceae,Erysipelotrichaceae,Erythrobacteraceae,Eubacteriaceae,Firmicutes_unclassified,Flavobacteriaceae,Fusobacteriaceae,Fusobacteriales_unclassified,Gammaproteobacteria_unclassified,Gemmatimonadaceae,Geobacteraceae,Geodermatophilaceae,Halomonadaceae,Helicobacteraceae,Holophagaceae,Hydrogenophilaceae,Hyphomicrobiaceae,Idiomarinaceae,Intrasporangiaceae,Lachnospiraceae,Lactobacillaceae,Lactobacillales_unclassified,Legionellaceae,Leptotrichiaceae,Leuconostocaceae,Listeriaceae,Methylobacteriaceae,Methylophilaceae,Microbacteriaceae,Micrococcaceae,Micromonosporaceae,Moraxellaceae,Mycobacteriaceae,Myxococcales_unclassified,Neisseriaceae,Nitrospiraceae,Nocardiaceae,Nocardioidaceae,Oceanospirillaceae,OD1_family_incertae_sedis,OP11_family_incertae_sedis,Opitutaceae,Oxalobacteraceae,Paenibacillaceae_1,Parachlamydiaceae,Pasteurellaceae,Pasteuriaceae,Patulibacteraceae,Peptococcaceae_1,Peptostreptococcaceae,Phyllobacteriaceae,Planctomycetaceae,Planococcaceae,Polyangiaceae,Porphyromonadaceae,Prevotellaceae,Propionibacteriaceae,Proteobacteria_unclassified,Pseudomonadaceae,Pseudonocardiaceae,Rhizobiaceae,Rhizobiales_unclassified,Rhodobacteraceae,Rhodocyclaceae,Rhodospirillaceae,Rhodospirillales_unclassified,Rikenellaceae,Ruminococcaceae,Salinisphaeraceae,Shewanellaceae,Sinobacteraceae,Solirubrobacteraceae,Solirubrobacterales_unclassified,Spartobacteria_family_incertae_sedis,Sphingobacteriaceae,Sphingobacteriales_unclassified,Sphingomonadaceae,Sphingomonadales_unclassified,Spirochaetaceae,SR1_family_incertae_sedis,Staphylococcaceae,Streptococcaceae,Subdivision3_family_incertae_sedis,Subdivision5_family_incertae_sedis,Succinivibrionaceae,Sutterellaceae,Synergistaceae,Thiotrichaceae,TM7_family_incertae_sedis,Veillonellaceae,Verrucomicrobia_unclassified,Verrucomicrobiaceae,Vibrionaceae,Xanthobacteraceae,Xanthomonadaceae
d1930_m39c5_f0_t2_ran_S90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,312,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9952,0,0,0,0,0,0,0,0,0,0,0,0,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9439,0,0,0
d1930_m39c5_fe_t2_ran_S151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,84,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8087,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12197,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,2470,0,0,0
d1930_m3c9_f0_wt_non_S3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,162,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,0,44,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10517,0,0,0,0,0,0,0,0,0,0,0,0,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,1842,0,0,0
d1930_m3c9_fe_wt_non_S73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,45,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9465,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,1505,0,0,0
d1930_m40c6_f0_t2_ran_S30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,2215,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5046,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9024,0,0,0,0,0,0,0,0,0,0,0,0,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13198,0,0,0
d1930_m40c6_fe_t2_ran_S117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,75,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,292,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12249,0,0,0,0,0,0,0,0,0,0,0,0,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,757,0,0,0
d1930_m41c3_f0_t4_ran_S22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,91,0,0,126,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9749,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0
d1930_m41c3_fe_t4_ran_S175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9199,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9949,0,0,0,0,0,0,0,0,0,0,0,0,1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,1496,0,0,0
d1930_m42c4_f0_t4_ran_S62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,24,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,255,0,0,262,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,28,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10621,0,0,0,0,0,0,0,0,0,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,0
d1930_m42c4_fe_t4_ran_S114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6710,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5761,0,0,0,0,0,0,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,3588,0,0,0
d1930_m43c5_f0_t4_ran_S26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,344,0,0,450,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,19,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11274,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,0,0,0
